stock_code,description,classification_text,description_id,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category,gross_sales,cancellation_value,estimated_net_revenue,units_sold,sales_invoices,known_customers,abc_class
84313B,BLUE TV TRAY TABLE,BLUE TV TRAY TABLE,611,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1164.04,0.0,1164.04,227,83,24,B
23508,MINI PLAYING CARDS DOLLY GIRL,MINI PLAYING CARDS DOLLY GIRL,2431,Toys & Children,High,LLM only,Toys & Children,High,,,1163.45,0.84,1162.61,2627,120,95,B
37475,SET/4 COLOURFUL MIXING BOWLS,SET/4 COLOURFUL MIXING BOWLS,3795,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1160.56,0.0,1160.56,116,72,45,B
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,BIRDCAGE DECORATION TEALIGHT HOLDER,379,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1175.56,16.25,1159.31,956,113,85,B
84688,BEACH HUT DESIGN BLACKBOARD,BEACH HUT DESIGN BLACKBOARD,340,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1313.52,155.05,1158.47,422,81,39,B
22253,6 CROCHET STRAWBERRIES,6 CROCHET STRAWBERRIES,96,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1158.28,0.0,1158.28,964,86,62,B
23431,NATURAL HANGING QUILTED HEARTS,NATURAL HANGING QUILTED HEARTS,2525,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1171.23,13.28,1157.95,1449,72,63,B
21650,ASSORTED TUTTI FRUTTI BRACELET,ASSORTED TUTTI FRUTTI BRACELET,276,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1163.8,7.16,1156.64,3204,197,84,B
21490,SET OF THREE 50'S GIFT WRAPS,SET OF THREE 50'S GIFT WRAPS,3753,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1210.6,54.6,1156.0,637,55,36,B
22048,BIRTHDAY BANQUET GIFT WRAP,BIRTHDAY BANQUET GIFT WRAP,383,Seasonal & Celebrations,High,Keyword rule override,"Stationery, Crafts & Wrapping",High,Seasonal & Celebrations,,1166.3,10.5,1155.8,2815,102,93,B
23507,MINI PLAYING CARDS BUFFALO BILL,MINI PLAYING CARDS BUFFALO BILL,2430,Toys & Children,High,LLM only,Toys & Children,High,,,1155.67,0.0,1155.67,2882,119,91,B
84674,FLYING PIG WATERING CAN,FLYING PIG WATERING CAN,1526,Garden & Outdoor,High,LLM + rule agreement,Garden & Outdoor,High,Garden & Outdoor,,1175.93,20.65,1155.28,460,106,67,B
21312,LARGE CHUNKY GLASS ROMAN BOWL,LARGE CHUNKY GLASS ROMAN BOWL,2186,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1179.17,25.35,1153.8200000000002,299,26,19,B
84910A,PINK PAISLEY CUSHION COVER,PINK PAISLEY CUSHION COVER,2987,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1230.39,77.35000000000001,1153.0400000000002,432,53,37,B
23269,SET OF 2 CERAMIC CHRISTMAS TREES,SET OF 2 CERAMIC CHRISTMAS TREES,3623,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1152.98,0.0,1152.98,779,94,63,B
22264,FELT FARM ANIMAL WHITE BUNNY,FELT FARM ANIMAL WHITE BUNNY,1425,Toys & Children,High,LLM only,Toys & Children,High,,,1152.22,0.0,1152.22,2014,168,80,B
23566,EGG CUP MILKMAID HEIDI,EGG CUP MILKMAID HEIDI,1278,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1156.93,5.0,1151.93,881,83,44,B
23523,WALL ART TREASURE AHOY,WALL ART TREASURE AHOY,4413,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1173.81,22.5,1151.31,360,41,35,B
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,ASSORTED TUTTI FRUTTI PHOTO FRAME,285,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1162.89,11.8,1151.09,421,29,19,C
22814,CARD PARTY GAMES,CARD PARTY GAMES,768,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1147.77,0.0,1147.77,2728,295,101,C
85159A,"BLACK TEA,COFFEE,SUGAR JARS","BLACK TEA,COFFEE,SUGAR JARS",454,Food & Beverage,High,LLM only,Food & Beverage,High,,,1248.98,101.45,1147.53,492,82,41,C
23402,HOME SWEET HOME 3 PEG HANGER,HOME SWEET HOME 3 PEG HANGER,1979,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1147.28,0.0,1147.28,296,68,47,C
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,GREEN GOOSE FEATHER CHRISTMAS TREE,1797,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1146.12,0.0,1146.12,283,77,37,C
37482B,CUBIC MUG BLUE POLKA DOT,CUBIC MUG BLUE POLKA DOT,1061,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1145.26,0.0,1145.26,1252,10,5,C
22924,FRIDGE MAGNETS LA VIE EN ROSE,FRIDGE MAGNETS LA VIE EN ROSE,1606,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1323.4199999999998,179.05,1144.37,1500,95,69,C
84830,LARGE ENGLISH ARBORETUM,LARGE ENGLISH ARBORETUM,2190,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1195.15,50.85,1144.3000000000002,113,7,7,C
22040,BOTANICAL ROSE GIFT WRAP,BOTANICAL ROSE GIFT WRAP,639,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1144.3,0.0,1144.3,2815,94,82,C
22615,PACK OF 12 CIRCUS PARADE TISSUES,PACK OF 12 CIRCUS PARADE TISSUES,2659,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Medium,,Bathroom & Personal Care,1145.88,4.68,1141.1999999999998,3718,188,110,C
21316,SMALL CHUNKY GLASS ROMAN BOWL,SMALL CHUNKY GLASS ROMAN BOWL,3949,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1146.11,5.9,1140.21,693,47,33,C
21752,GLASS CAKE STAND MIRRORED BASE,GLASS CAKE STAND MIRRORED BASE,1703,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1244.81,104.65,1140.16,77,37,28,C
21366,MIRRORED WALL ART PHOTO FRAMES,MIRRORED WALL ART PHOTO FRAMES,2455,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1140.0,0.0,1140.0,238,77,24,C
22715,CARD WEDDING DAY,CARD WEDDING DAY,771,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1133.93,0.0,1133.93,2717,218,125,C
84750B,BLACK SMALL GLASS CAKE STAND,BLACK SMALL GLASS CAKE STAND,449,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1142.02,8.19,1133.83,609,78,43,C
23057,BEADED CHANDELIER T-LIGHT HOLDER,BEADED CHANDELIER T-LIGHT HOLDER,345,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1768.67,636.15,1132.52,773,45,38,C
21413,PERIWINKLE T-LIGHT HOLDER,PERIWINKLE T-LIGHT HOLDER,2816,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1131.14,0.0,1131.14,3162,52,25,C
23506,MINI PLAYING CARDS SPACEBOY,MINI PLAYING CARDS SPACEBOY,2434,Toys & Children,High,LLM only,Toys & Children,High,,,1129.12,0.0,1129.12,2723,146,114,C
21555,CERAMIC STRAWBERRY TRINKET TRAY,CERAMIC STRAWBERRY TRINKET TRAY,816,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1131.37,2.55,1128.8200000000002,425,134,38,C
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,PINK NEW BAROQUECANDLESTICK CANDLE,2980,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1193.0,64.80000000000001,1128.2,838,81,40,C
20622,VIPPASSPORT COVER,VIPPASSPORT COVER,4388,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1127.59,0.0,1127.59,582,128,59,C
72598,SET/12 TAPER CANDLES,SET/12 TAPER CANDLES,3760,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1145.76,18.7,1127.06,1244,158,74,C
22598,CHRISTMAS MUSICAL ZINC TREE,CHRISTMAS MUSICAL ZINC TREE,911,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1131.85,5.1,1126.75,1790,144,82,C
22718,CARD CAT AND TREE,CARD CAT AND TREE,757,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,1141.36,15.12,1126.24,2605,264,114,C
21040,MODERN VINTAGE COTTON SHOPPING BAG,MODERN VINTAGE COTTON SHOPPING BAG,2471,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,1125.85,0.0,1125.85,894,68,43,C
85124C,GREEN JUICY FRUIT PHOTO FRAME,GREEN JUICY FRUIT PHOTO FRAME,1801,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1139.07,15.3,1123.77,429,123,51,C
85224,ASSORTED COLOUR SILK GLASSES CASE,ASSORTED COLOUR SILK GLASSES CASE,253,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1120.96,0.0,1120.96,2004,61,35,C
23510,MINI PLAYING CARDS GYMKHANA,MINI PLAYING CARDS GYMKHANA,2433,Toys & Children,High,LLM only,Toys & Children,High,,,1118.8,0.0,1118.8,2521,120,90,C
20700,GREEN CAT FLORAL CUSHION COVER,GREEN CAT FLORAL CUSHION COVER,1774,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1125.05,7.5,1117.55,420,103,11,C
17096,ASSORTED LAQUERED INCENSE HOLDERS,ASSORTED LAQUERED INCENSE HOLDERS,269,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,1117.09,0.0,1117.09,6240,76,25,C
21942,SKULLS DESIGN FLANNEL,SKULLS DESIGN FLANNEL,3929,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,1136.28,20.4,1115.88,1672,221,41,C
20832,RED FLOCK LOVE HEART PHOTO FRAME,RED FLOCK LOVE HEART PHOTO FRAME,3214,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1122.65,6.8,1115.85,1681,158,86,C
84559B,3D SHEET OF CAT STICKERS,3D SHEET OF CAT STICKERS,65,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1119.09,3.4,1115.6899999999998,1231,220,97,C
84750A,PINK SMALL GLASS CAKE STAND,PINK SMALL GLASS CAKE STAND,3022,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1189.23,75.3,1113.93,544,105,42,C
22761,CHEST 7 DRAWER MA CAMPAGNE,CHEST 7 DRAWER MA CAMPAGNE,851,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1182.78,68.85,1113.93,48,34,27,C
23411,TRELLIS COAT RACK,TRELLIS COAT RACK,4226,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1118.61,4.95,1113.66,227,56,42,C
85136A,YELLOW SHARK HELICOPTER,YELLOW SHARK HELICOPTER,4651,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,1121.28,7.95,1113.33,138,106,64,C
20669,RED HEART LUGGAGE TAG,RED HEART LUGGAGE TAG,3224,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,1111.89,0.0,1111.89,797,214,103,C
84967B,BLUE KASHMIRI OCCASIONAL TABLE,BLUE KASHMIRI OCCASIONAL TABLE,536,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1249.45,139.95,1109.5,24,11,8,C
22233,JIGSAW RABBIT AND BIRDHOUSE,JIGSAW RABBIT AND BIRDHOUSE,2089,Garden & Outdoor,High,Keyword rule override,Other / Unclear,Medium,Garden & Outdoor,,1210.11,101.24,1108.87,949,164,112,C
47504H,ENGLISH ROSE SPIRIT LEVEL,ENGLISH ROSE SPIRIT LEVEL,1352,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1113.07,5.0,1108.07,1028,140,81,C
79323S,SILVER CHERRY LIGHTS,SILVER CHERRY LIGHTS,3863,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,2084.32,976.8,1107.52,334,56,38,C
23225,CHERUB HEART DECORATION SILVER,CHERUB HEART DECORATION SILVER,850,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1176.17,69.72,1106.45,1355,88,46,C
21944,KITTENS DESIGN FLANNEL,KITTENS DESIGN FLANNEL,2150,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,1106.01,1.7,1104.31,1789,204,53,C
21666,RIDGED GLASS T-LIGHT HOLDER,RIDGED GLASS T-LIGHT HOLDER,3374,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1105.15,1.95,1103.2,1760,85,49,C
23513,EMBROIDERED RIBBON REEL SUSIE,EMBROIDERED RIBBON REEL SUSIE,1310,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1114.26,12.48,1101.78,566,70,59,C
84638,SMALL KITCHEN FLOWER POTS PLAQUE,SMALL KITCHEN FLOWER POTS PLAQUE,3966,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1101.55,0.0,1101.55,400,69,27,C
22532,MAGIC DRAWING SLATE LEAP FROG,MAGIC DRAWING SLATE LEAP FROG,2343,Toys & Children,High,LLM only,Toys & Children,High,,,1101.1,0.0,1101.1,2862,175,130,C
23375,50'S CHRISTMAS PAPER GIFT BAG,50'S CHRISTMAS PAPER GIFT BAG,93,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1100.6899999999998,0.82,1099.87,1342,103,85,C
21010,ETCHED GLASS BIRD TREE DECORATION,ETCHED GLASS BIRD TREE DECORATION,1364,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1114.76,15.0,1099.76,850,83,62,C
21131,GOLD STANDING GNOME,GOLD STANDING GNOME,1758,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1098.86,0.0,1098.86,276,49,18,C
84358,FLOOR LAMP SHADE WOOD BASE,FLOOR LAMP SHADE WOOD BASE,1480,Lighting & Candles,High,Keyword rule override,Home Decor & Furnishings,High,Lighting & Candles,,1097.48,0.0,1097.48,121,29,11,C
85212,MINI PAINTED GARDEN DECORATION,MINI PAINTED GARDEN DECORATION,2429,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,,1096.56,0.0,1096.56,2831,121,82,C
22230,JIGSAW TREE WITH WATERING CAN,JIGSAW TREE WITH WATERING CAN,2092,Garden & Outdoor,High,Keyword rule override,Home Decor & Furnishings,High,Garden & Outdoor,,1134.64,38.18,1096.4599999999998,1657,193,96,C
37479B,CUBIC MUG FLOCK BLUE ON BROWN,CUBIC MUG FLOCK BLUE ON BROWN,1062,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1095.85,0.0,1095.85,1253,32,20,C
20867,PINK ROSE FABRIC MIRROR,PINK ROSE FABRIC MIRROR,3012,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1093.14,0.0,1093.14,1098,153,68,C
85131D,BEADED CRYSTAL HEART PINK ON STICK,BEADED CRYSTAL HEART PINK ON STICK,353,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1092.71,0.0,1092.71,1443,267,25,C
20755,BLUE PAISLEY POCKET BOOK,BLUE PAISLEY POCKET BOOK,555,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1089.73,0.0,1089.73,5145,122,74,C
22709,WRAP WEDDING DAY,WRAP WEDDING DAY,4631,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1099.58,10.5,1089.08,2799,77,68,C
22255,FELT TOADSTOOL SMALL,FELT TOADSTOOL SMALL,1427,Toys & Children,High,LLM only,Toys & Children,High,,,1127.11,38.25,1088.86,1185,142,73,C
23432,PRETTY HANGING QUILTED HEARTS,PRETTY HANGING QUILTED HEARTS,3132,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1088.36,0.0,1088.36,1276,74,65,C
20932,PINK POT PLANT CANDLE,PINK POT PLANT CANDLE,3007,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1143.97,55.75,1088.22,333,81,54,C
85093,CANDY SPOT EGG WARMER HARE,CANDY SPOT EGG WARMER HARE,744,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1091.21,3.75,1087.46,1361,152,57,C
84678,CLASSICAL ROSE SMALL VASE,CLASSICAL ROSE SMALL VASE,959,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1108.28,22.9,1085.38,565,81,52,C
84631,FRUIT TREE AND BIRDS WALL PLAQUE,FRUIT TREE AND BIRDS WALL PLAQUE,1616,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1106.16,23.85,1082.3100000000002,288,50,19,C
23041,PAPER LANTERN 9 POINT SNOW STAR,PAPER LANTERN 9 POINT SNOW STAR,2761,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1178.48,99.6,1078.88,272,54,46,C
20615,BLUE POLKADOT PASSPORT COVER,BLUE POLKADOT PASSPORT COVER,570,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1077.81,0.0,1077.81,637,195,59,C
20934,SET/3 POT PLANT CANDLES,SET/3 POT PLANT CANDLES,3778,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1185.07,107.5,1077.57,197,74,44,C
21817,GLITTER CHRISTMAS TREE,GLITTER CHRISTMAS TREE,1730,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1077.19,0.0,1077.19,1687,130,102,C
21763,VINTAGE WOODEN BAR STOOL,VINTAGE WOODEN BAR STOOL,4380,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1157.9,81.85,1076.05,43,17,15,C
22116,METAL SIGN HIS DINNER IS SERVED,METAL SIGN HIS DINNER IS SERVED,2390,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1103.88,27.9,1075.98,823,198,96,C
23102,SILVER HEARTS TABLE DECORATION,SILVER HEARTS TABLE DECORATION,3877,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1075.03,0.0,1075.03,1274,157,128,C
21839,MUMMY MOUSE RED GINGHAM RIBBON,MUMMY MOUSE RED GINGHAM RIBBON,2515,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1085.59,10.9,1074.69,201,83,71,C
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,HANGING BAUBLE T-LIGHT HOLDER SMALL,1874,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1308.59,234.45000000000005,1074.14,559,76,41,C
23087,ZINC HEART T-LIGHT HOLDER,ZINC HEART T-LIGHT HOLDER,4672,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1090.66,18.75,1071.91,868,69,43,C
21758,VINTAGE SHELLS PRINT,VINTAGE SHELLS PRINT,4369,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1069.76,0.0,1069.76,135,79,34,C
23433,HANGING QUILTED PATCHWORK APPLES,HANGING QUILTED PATCHWORK APPLES,1901,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1108.5800000000002,39.010000000000005,1069.5700000000002,1258,89,76,C
84791,GINGHAM HEART DECORATION,GINGHAM HEART DECORATION,1669,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1086.13,17.700000000000003,1068.43,334,106,66,C
85124A,PINK JUICY FRUIT PHOTO FRAME,PINK JUICY FRUIT PHOTO FRAME,2958,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1087.73,20.4,1067.33,387,104,43,C
23113,PANTRY CHOPPING BOARD,PANTRY CHOPPING BOARD,2732,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5868.5,4803.06,1065.4399999999996,1154,57,39,C
21632,VINTAGE PINK DECORATIVE PARASOL,VINTAGE PINK DECORATIVE PARASOL,4355,Fashion & Personal Accessories,High,QA keyword correction,Home Decor & Furnishings,High,,Fashion & Personal Accessories,1076.22,12.75,1063.47,132,53,30,C
21779,MA CAMPAGNE MINI WOODEN CHEST,MA CAMPAGNE MINI WOODEN CHEST,2333,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1097.8000000000002,35.05,1062.7500000000002,301,22,21,C
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,MIRROR MOSAIC GOBLET CANDLE HOLDER,2444,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1294.7,232.25,1062.45,692,55,23,C
23331,DECORATIVE WICKER HEART SMALL,DECORATIVE WICKER HEART SMALL,1127,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1062.28,0.0,1062.28,1596,109,67,C
22997,TRAVEL CARD WALLET UNION JACK,TRAVEL CARD WALLET UNION JACK,4215,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1094.93,32.76,1062.17,2545,222,101,C
85160A,WHITE BIRD GARDEN DESIGN MUG,WHITE BIRD GARDEN DESIGN MUG,4445,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1622.7900000000002,561.6,1061.19,8824,35,20,C
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,4 IVORY DINNER CANDLES GOLD FLOCK,73,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1060.19,0.0,1060.19,822,67,51,C
23033,DRAWER KNOB CERAMIC RED,DRAWER KNOB CERAMIC RED,1227,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1058.9,0.0,1058.9,714,74,42,C
23516,EMBROIDERED RIBBON REEL SOPHIE,EMBROIDERED RIBBON REEL SOPHIE,1309,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1058.6,0.0,1058.6,296,42,39,C
85163A,WHITE BAROQUE WALL CLOCK,WHITE BAROQUE WALL CLOCK,4441,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1058.17,0.0,1058.17,103,57,35,C
21815,STAR T-LIGHT HOLDER,STAR T-LIGHT HOLDER,4056,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1060.24,2.9,1057.34,679,92,58,C
85179B,WHITE BITTY LIGHT CHAIN,WHITE BITTY LIGHT CHAIN,4446,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1056.6,0.0,1056.6,246,45,33,C
72815,3 WICK CHRISTMAS BRIAR CANDLE,3 WICK CHRISTMAS BRIAR CANDLE,53,Seasonal & Celebrations,High,Keyword rule override,Lighting & Candles,High,Seasonal & Celebrations,,1083.36,30.0,1053.36,282,70,53,C
20840,FRENCH FLORAL CUSHION COVER,FRENCH FLORAL CUSHION COVER,1588,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1419.09,365.85,1053.2399999999998,885,93,50,C
21827,EIGHT PIECE CREEPY CRAWLIE SET,EIGHT PIECE CREEPY CRAWLIE SET,1287,Toys & Children,High,LLM only,Toys & Children,High,,,1068.89,16.25,1052.64,835,134,89,C
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,BLUE 5 PATCH FLOWER CUSHION COVER,473,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1052.29,0.0,1052.29,435,35,2,C
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,SCANDINAVIAN 3 HEARTS NAPKIN RING,3505,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1052.02,0.65,1051.37,2258,162,63,C
37327,ASSTD MULTICOLOUR CIRCLES MUG,ASSTD MULTICOLOUR CIRCLES MUG,296,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,1051.69,1.56,1050.13,1739,88,42,C
84965A,PINK KASHMIRI COFFEE TABLE,PINK KASHMIRI COFFEE TABLE,2961,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1050.0,0.0,1050.0,20,3,2,C
21825,PAINTED METAL TREE WITH HOLLY BELLS,PAINTED METAL TREE WITH HOLLY BELLS,2717,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1053.1899999999998,4.35,1048.84,733,75,62,C
85008,SET OF 3 CONEY ISLAND OVAL BOXES,SET OF 3 CONEY ISLAND OVAL BOXES,3648,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1058.72,9.9,1048.82,269,99,77,C
22857,ASSORTED EASTER GIFT TAGS,ASSORTED EASTER GIFT TAGS,261,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1048.28,0.0,1048.28,1230,66,60,C
79191C,RETRO PLASTIC ELEPHANT TRAY,RETRO PLASTIC ELEPHANT TRAY,3335,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1293.76,245.65,1048.11,1619,157,107,C
23327,HANGING CLEAR MINI BOTTLE,HANGING CLEAR MINI BOTTLE,1879,Other / Unclear,High,LLM only,Other / Unclear,High,,,1051.14,4.720000000000001,1046.4199999999998,1734,41,33,C
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,SILVER JEWELLED MIRROR TRINKET TRAY,3879,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1045.88,0.0,1045.88,125,64,36,C
35646,VINTAGE BEAD PINK EVENING BAG,VINTAGE BEAD PINK EVENING BAG,4292,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1043.44,0.0,1043.44,642,104,37,C
22511,RETROSPOT BABUSHKA DOORSTOP,RETROSPOT BABUSHKA DOORSTOP,3341,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1046.66,3.75,1042.91,397,111,90,C
23419,HOME SWEET HOME BOTTLE,HOME SWEET HOME BOTTLE,1981,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,1043.72,2.08,1041.64,473,86,56,C
