description_id,classification_text,description,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category
2807,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2808,PEARLISED IVORY HEART LARGE,PEARLISED IVORY HEART LARGE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2809,PEARLISED IVORY HEART SMALL,PEARLISED IVORY HEART SMALL,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2810,PEG BAG APPLES DESIGN,PEG BAG APPLES DESIGN,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
2811,PENCIL CASE LIFE IS BEAUTIFUL,PENCIL CASE LIFE IS BEAUTIFUL,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2812,PENNY FARTHING BIRTHDAY CARD,PENNY FARTHING BIRTHDAY CARD,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2813,PENS ASSORTED FUNKY JEWELED,PENS ASSORTED FUNKY JEWELED,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2814,PENS ASSORTED FUNNY FACE,PENS ASSORTED FUNNY FACE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2815,PENS ASSORTED SPACEBALL,PENS ASSORTED SPACEBALL,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2816,PERIWINKLE T-LIGHT HOLDER,PERIWINKLE T-LIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2817,"PET MUG, BUDGIE","PET MUG, BUDGIE",Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
2818,"PET MUG, GOLDFISH","PET MUG, GOLDFISH",Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
2819,PETIT TRAY CHIC,PETIT TRAY CHIC,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2820,PHARMACIE FIRST AID TIN,PHARMACIE FIRST AID TIN,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
2821,PHOTO CLIP LINE,PHOTO CLIP LINE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2822,PHOTO CUBE,PHOTO CUBE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2823,PHOTO FRAME 3 CLASSIC HANGING,PHOTO FRAME 3 CLASSIC HANGING,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2824,PHOTO FRAME CORNICE,PHOTO FRAME CORNICE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2825,PHOTO FRAME LINEN AND LACE LARGE,PHOTO FRAME LINEN AND LACE LARGE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2826,PHOTO FRAME LINEN AND LACE SMALL,PHOTO FRAME LINEN AND LACE SMALL,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2827,PICCADILLY TEA SET,PICCADILLY TEA SET,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2828,PICNIC BASKET WICKER LARGE,PICNIC BASKET WICKER LARGE,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
2829,PICNIC BASKET WICKER SMALL,PICNIC BASKET WICKER SMALL,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
2830,PICNIC BOXES SET OF 3 RETROSPOT,PICNIC BOXES SET OF 3 RETROSPOT,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
2831,PICTURE DOMINOES,PICTURE DOMINOES,Toys & Children,High,LLM only,Toys & Children,High,,
2832,PICTURE FRAME WOOD TRIPLE PORTRAIT,PICTURE FRAME WOOD TRIPLE PORTRAIT,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2833,PIECE OF CAMO STATIONERY SET,PIECE OF CAMO STATIONERY SET,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2834,PIG KEYRING WITH LIGHT & SOUND,PIG KEYRING WITH LIGHT & SOUND,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2835,PIG MUG IN TWO COLOUR DESIGNS,PIG MUG IN TWO COLOUR DESIGNS,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
2836,PIGGY BANK RETROSPOT,PIGGY BANK RETROSPOT,Home Decor & Furnishings,High,QA keyword correction,Other / Unclear,Medium,,Home Decor & Furnishings
2837,PIN CUSHION BABUSHKA BLUE,PIN CUSHION BABUSHKA BLUE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2838,PIN CUSHION BABUSHKA PINK,PIN CUSHION BABUSHKA PINK,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2839,PIN CUSHION BABUSHKA RED,PIN CUSHION BABUSHKA RED,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2840,PING MICROWAVE APRON,PING MICROWAVE APRON,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2841,PING! MICROWAVE PLATE,PING! MICROWAVE PLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2842,PINK & WHITE BREAKFAST TRAY,PINK & WHITE BREAKFAST TRAY,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2843,PINK & WHITE ROSEBUD RING,PINK & WHITE ROSEBUD RING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2844,PINK 3 PIECE MINI DOTS CUTLERY SET,PINK 3 PIECE MINI DOTS CUTLERY SET,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
2845,PINK 3 TIER GLASS PLATE STAND,PINK 3 TIER GLASS PLATE STAND,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2846,PINK 5 PATCH FLOWER CUSHION COVER,PINK 5 PATCH FLOWER CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2847,PINK ALLIUM ARTIFICIAL FLOWER,PINK ALLIUM ARTIFICIAL FLOWER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2848,PINK AND BLACK STRING CURTAIN,PINK AND BLACK STRING CURTAIN,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2849,PINK AND LILAC QUILTED THROW,PINK AND LILAC QUILTED THROW,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2850,PINK AND WHITE CHRISTMAS TREE 120CM,PINK AND WHITE CHRISTMAS TREE 120CM,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2851,PINK AND WHITE CHRISTMAS TREE 180CM,PINK AND WHITE CHRISTMAS TREE 180CM,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2852,PINK B'FLY C/COVER W BOBBLES,PINK B'FLY C/COVER W BOBBLES,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2853,PINK BABY BUNTING,PINK BABY BUNTING,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
2854,PINK BABY GIRL'S MEMORY BOX,PINK BABY GIRL'S MEMORY BOX,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2855,PINK BABY GIRLS PHOTO ALBUM,PINK BABY GIRLS PHOTO ALBUM,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2856,PINK BALLET OPENING CUBE BOX,PINK BALLET OPENING CUBE BOX,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2857,PINK BAROQUE FLOCK CANDLE HOLDER,PINK BAROQUE FLOCK CANDLE HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2858,PINK BEADED CONE CHRISTMAS,PINK BEADED CONE CHRISTMAS,Seasonal & Celebrations,High,Keyword rule override,Other / Unclear,Medium,Seasonal & Celebrations,
2859,PINK BEADS+HAND PHONE CHARM,PINK BEADS+HAND PHONE CHARM,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2860,PINK BERTIE GLASS BEAD BAG CHARM,PINK BERTIE GLASS BEAD BAG CHARM,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2861,PINK BERTIE MOBILE PHONE CHARM,PINK BERTIE MOBILE PHONE CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2862,PINK BITTY LIGHT CHAIN,PINK BITTY LIGHT CHAIN,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2863,PINK BLUE FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2864,PINK BOUDICCA LARGE BRACELET,PINK BOUDICCA LARGE BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2865,PINK BOUDOIR T-LIGHT HOLDER,PINK BOUDOIR T-LIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2866,PINK BREAKFAST CUP AND SAUCER,PINK BREAKFAST CUP AND SAUCER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2867,PINK BUNNY EASTER EGG BASKET,PINK BUNNY EASTER EGG BASKET,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2868,PINK BUTTERFLY CUSHION COVER,PINK BUTTERFLY CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2869,PINK BUTTERFLY HANDBAG W BOBBLES,PINK BUTTERFLY HANDBAG W BOBBLES,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
2870,PINK BUTTERFLY PAPER LAMPSHADE,PINK BUTTERFLY PAPER LAMPSHADE,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2871,PINK BUTTERFLY WASHBAG,PINK BUTTERFLY WASHBAG,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
2872,PINK CANDYSTUFT ARTIFICIAL FLOWER,PINK CANDYSTUFT ARTIFICIAL FLOWER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2873,PINK CANVAS DES CUSHION COVER,PINK CANVAS DES CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2874,PINK CAT BOWL,PINK CAT BOWL,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2875,PINK CAT FLORAL CUSHION COVER,PINK CAT FLORAL CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2876,PINK CHERRY BLOSSOM CUP & SAUCER,PINK CHERRY BLOSSOM CUP & SAUCER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2877,PINK CHERRY LIGHTS,PINK CHERRY LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2878,PINK CHICK EGG WARMER + EGG CUP,PINK CHICK EGG WARMER + EGG CUP,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2879,PINK CHRISTMAS FLOCK DROPLET,PINK CHRISTMAS FLOCK DROPLET,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2880,PINK CHRISTMAS TREE DECORATION,PINK CHRISTMAS TREE DECORATION,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2881,PINK CHRYSANTHEMUMS ART FLOWER,PINK CHRYSANTHEMUMS ART FLOWER,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
2882,PINK CLEAR GLASS CANDLE PLATE,PINK CLEAR GLASS CANDLE PLATE,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2883,PINK COMBO MINI CRYSTALS NECKLACE,PINK COMBO MINI CRYSTALS NECKLACE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2884,PINK CREAM FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2885,PINK CROCHET CAT WITH SCARF,PINK CROCHET CAT WITH SCARF,Toys & Children,High,LLM only,Toys & Children,High,,
2886,PINK CRYSTAL GUITAR PHONE CHARM,PINK CRYSTAL GUITAR PHONE CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2887,PINK CRYSTAL HEART PHONE CHARM,PINK CRYSTAL HEART PHONE CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2888,PINK CRYSTAL SKULL PHONE CHARM,PINK CRYSTAL SKULL PHONE CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2889,PINK CRYSTAL+GLASS BRACELET,PINK CRYSTAL+GLASS BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2890,PINK CURRENT CANDLE RING,PINK CURRENT CANDLE RING,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2891,PINK DAISY BAG CHARM,PINK DAISY BAG CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2892,PINK DIAMANTE PEN IN GIFT BOX,PINK DIAMANTE PEN IN GIFT BOX,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2893,PINK DINER WALL CLOCK,PINK DINER WALL CLOCK,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2894,PINK DISCO HANDBAG,PINK DISCO HANDBAG,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
2895,PINK DOG BOWL,PINK DOG BOWL,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2896,PINK DOG CANNISTER,PINK DOG CANNISTER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2897,PINK DOLLY HAIR CLIPS,PINK DOLLY HAIR CLIPS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2898,PINK DOUGHNUT TRINKET POT,PINK DOUGHNUT TRINKET POT,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2899,PINK DRAWER KNOB ACRYLIC EDWARDIAN,PINK DRAWER KNOB ACRYLIC EDWARDIAN,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2900,PINK DRESS JEWELLERY STAND,PINK DRESS JEWELLERY STAND,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2901,PINK EASTER HENS+FLOWER,PINK EASTER HENS+FLOWER,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2902,PINK EAU DE COLOGNE BOTTLE,PINK EAU DE COLOGNE BOTTLE,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
2903,PINK ENAMEL FLOWER HAIR TIE,PINK ENAMEL FLOWER HAIR TIE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2904,PINK ENAMEL+GLASS HAIR COMB,PINK ENAMEL+GLASS HAIR COMB,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2905,PINK FAIRY CAKE CHILDRENS APRON,PINK FAIRY CAKE CHILDRENS APRON,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2906,PINK FAIRY CAKE COASTER,PINK FAIRY CAKE COASTER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2907,PINK FAIRY CAKE CUSHION COVER,PINK FAIRY CAKE CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2908,PINK FEATHER CHRISTMAS DECORATION,PINK FEATHER CHRISTMAS DECORATION,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2909,PINK FEATHERS CURTAIN,PINK FEATHERS CURTAIN,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2910,PINK FELT EASTER EGG BASKET,PINK FELT EASTER EGG BASKET,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2911,PINK FELT EASTER RABBIT GARLAND,PINK FELT EASTER RABBIT GARLAND,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2912,PINK FELT HANGING HEART W FLOWER,PINK FELT HANGING HEART W FLOWER,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
2913,PINK FLOCK GLASS CANDLEHOLDER,PINK FLOCK GLASS CANDLEHOLDER,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2914,PINK FLOCK PHOTO FRAME,PINK FLOCK PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2915,PINK FLOCK SUEDE CUSHION COVER,PINK FLOCK SUEDE CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2916,PINK FLOCK TABLE CLOCK,PINK FLOCK TABLE CLOCK,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2917,PINK FLORAL FELTCRAFT SHOULDER BAG,PINK FLORAL FELTCRAFT SHOULDER BAG,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
2918,PINK FLOWER CROCHET FOOD COVER,PINK FLOWER CROCHET FOOD COVER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2919,PINK FLOWER FABRIC PONY,PINK FLOWER FABRIC PONY,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2920,PINK FLOWER HANGING HEART,PINK FLOWER HANGING HEART,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
2921,PINK FLOWERS CHILDS UMBRELLA,PINK FLOWERS CHILDS UMBRELLA,Fashion & Personal Accessories,High,QA keyword correction,Kitchen & Dining,High,,Fashion & Personal Accessories
2922,PINK FLOWERS RABBIT EASTER,PINK FLOWERS RABBIT EASTER,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2923,PINK FLUFFY CHRISTMAS DECORATION,PINK FLUFFY CHRISTMAS DECORATION,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2924,PINK FLY SWAT,PINK FLY SWAT,Other / Unclear,High,LLM only,Other / Unclear,High,,
2925,PINK FOXGLOVE ARTIIFCIAL FLOWER,PINK FOXGLOVE ARTIIFCIAL FLOWER,Other / Unclear,High,LLM only,Other / Unclear,High,,
2926,PINK GAUZE BUTTERFLY LAMPSHADE,PINK GAUZE BUTTERFLY LAMPSHADE,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2927,PINK GINGHAM CAT WITH SCARF,PINK GINGHAM CAT WITH SCARF,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2928,PINK GINGHAM ROSE CUSHION COVER,PINK GINGHAM ROSE CUSHION COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2929,PINK GINGHAM ROSE FLOOR CUSHION,PINK GINGHAM ROSE FLOOR CUSHION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2930,PINK GLASS CANDLEHOLDER,PINK GLASS CANDLEHOLDER,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2931,PINK GLASS CHUNKY CHARM BRACELET,PINK GLASS CHUNKY CHARM BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2932,PINK GLASS COCKTAIL LAMP,PINK GLASS COCKTAIL LAMP,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2933,PINK GLASS TASSLE BAG CHARM,PINK GLASS TASSLE BAG CHARM,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
2934,PINK GOOSE FEATHER TREE 60CM,PINK GOOSE FEATHER TREE 60CM,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2935,PINK GREEN EMBROIDERY COSMETIC BAG,PINK GREEN EMBROIDERY COSMETIC BAG,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
2936,PINK HANGING GINGHAM EASTER HEN,PINK HANGING GINGHAM EASTER HEN,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2937,PINK HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2938,PINK HAWAIIAN PICNIC HAMPER FOR 2,PINK HAWAIIAN PICNIC HAMPER FOR 2,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
2939,PINK HAWAIIAN PICNIC HAMPER FOR 4,PINK HAWAIIAN PICNIC HAMPER FOR 4,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
2940,PINK HEART CANDY BUTTON CALCULATOR,PINK HEART CANDY BUTTON CALCULATOR,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
2941,PINK HEART CHRISTMAS DECORATION,PINK HEART CHRISTMAS DECORATION,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
2942,PINK HEART CONFETTI IN TUBE,PINK HEART CONFETTI IN TUBE,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
2943,PINK HEART DOTS HOT WATER BOTTLE,PINK HEART DOTS HOT WATER BOTTLE,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care
2944,PINK HEART OF GLASS BRACELET,PINK HEART OF GLASS BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
2945,PINK HEART RED HANDBAG,PINK HEART RED HANDBAG,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
2946,PINK HEART SHAPE EGG FRYING PAN,PINK HEART SHAPE EGG FRYING PAN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
2947,PINK HEART SHAPE LOVE BUCKET,PINK HEART SHAPE LOVE BUCKET,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2948,PINK HEART SHAPE PHOTO FRAME,PINK HEART SHAPE PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2949,PINK HEARTS LIGHT CHAIN,PINK HEARTS LIGHT CHAIN,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
2950,PINK HEARTS PAPER GARLAND,PINK HEARTS PAPER GARLAND,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
2951,PINK HEARTS PHOTO ALBUM,PINK HEARTS PHOTO ALBUM,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2952,PINK HONEYCOMB PAPER BALL,PINK HONEYCOMB PAPER BALL,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2953,PINK HONEYCOMB PAPER FAN,PINK HONEYCOMB PAPER FAN,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2954,PINK HORSE SOCK PUPPET,PINK HORSE SOCK PUPPET,Toys & Children,High,LLM only,Toys & Children,High,,
2955,PINK HYDRANGEA ART FLOWER,PINK HYDRANGEA ART FLOWER,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
2956,PINK JEWELLED MIRROR TRINKET TRAY,PINK JEWELLED MIRROR TRINKET TRAY,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2957,PINK JEWELLED PHOTO FRAME,PINK JEWELLED PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2958,PINK JUICY FRUIT PHOTO FRAME,PINK JUICY FRUIT PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2959,PINK JUMPER LARRY THE LAMB,PINK JUMPER LARRY THE LAMB,Toys & Children,High,LLM only,Toys & Children,High,,
2960,PINK KASHMIRI BOXED MIRROR,PINK KASHMIRI BOXED MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2961,PINK KASHMIRI COFFEE TABLE,PINK KASHMIRI COFFEE TABLE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2962,PINK KASHMIRI OCCASIONAL TABLE,PINK KASHMIRI OCCASIONAL TABLE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2963,PINK KNITTED COW STUFFED TOY,PINK KNITTED COW STUFFED TOY,Toys & Children,High,LLM only,Toys & Children,High,,
2964,PINK KNITTED EGG COSY,PINK KNITTED EGG COSY,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2965,PINK KNITTED KIDS RUCKSACK,PINK KNITTED KIDS RUCKSACK,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
2966,PINK LARGE JEWELED PHOTOFRAME,PINK LARGE JEWELED PHOTOFRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
2967,PINK LEAVES AND BEADS PHONE CHARM,PINK LEAVES AND BEADS PHONE CHARM,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
2968,PINK LOVE BIRD CANDLE,PINK LOVE BIRD CANDLE,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
2969,PINK LOVE HEART SHAPE CUP,PINK LOVE HEART SHAPE CUP,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
